date,open,high,low,close,volume
2016-01-04,40554.64889999995,40852.357699999964,39902.97190000003,40502.931499999955,2709068370
2016-01-05,40716.249099999986,41144.62300000004,40237.03700000001,40709.36499999999,2272335846
2016-01-06,40122.952199999985,40668.76009999998,39720.6858,40171.35639999999,2715403317
2016-01-07,39495.60590000002,40094.91530000004,38981.61969999997,39310.9776,3155709703
2016-01-08,39525.70539999999,39836.80599999999,38657.942400000014,38816.09190000002,2852388646
2016-01-11,38987.16909999998,39324.28220000001,38228.38410000002,38753.873199999995,2871649405
2016-01-12,38928.87570000002,39311.507199999985,38257.78279999999,39034.1413,2740536394
2016-01-13,39183.85079999999,39472.20459999996,37795.19930000005,38007.97809999996,3253660405
2016-01-14,38121.73189999999,38972.70749999997,37532.46959999999,38561.96290000004,3256882154
2016-01-15,37564.970600000044,38321.04109999999,37128.479400000004,37857.35319999998,3787884056
2016-01-19,38263.46129999996,38619.508399999984,37374.074100000005,37859.17039999998,3095549072
2016-01-20,37313.64880000002,38030.587700000026,36303.7561,37507.19500000003,4087629753
2016-01-21,37607.39180000005,38277.61610000001,37067.51130000001,37640.607800000034,3219468408
2016-01-22,38231.31979999997,38811.86829999999,37813.99739999998,38426.871099999975,3028808583
2016-01-25,38313.15890000004,38661.555299999985,37655.0437,37822.05170000002,2861277853
2016-01-26,37985.058499999985,38658.91700000004,37627.751300000025,38369.04750000005,2648999347
2016-01-27,38259.96810000001,38830.9018,37552.047000000006,37897.87669999996,2994255578
2016-01-28,38198.968799999995,38687.7554,37303.55679999998,37934.49929999998,3150856526
2016-01-29,38075.05169999995,39047.77880000003,37757.920999999995,38853.137199999976,3740170664
2016-02-01,38627.660300000054,39271.57779999997,38220.413700000005,38946.43590000001,2686404245
2016-02-02,38638.86280000001,38970.336800000005,37908.62519999994,38228.206800000014,2933354504
2016-02-03,38477.2838,38874.71689999999,37343.44340000002,38326.08299999996,3442072515
2016-02-04,38211.306200000035,38991.598600000034,37664.90410000001,38392.02510000002,3290133031
2016-02-05,38231.116299999994,38561.06230000002,37164.952399999995,37539.47600000001,3261243366
2016-02-08,37064.58910000002,37467.080100000014,35971.53660000002,36735.172000000006,3759709109
2016-02-09,36279.96330000003,37334.74700000003,35896.961700000014,36717.54250000007,3327210633
2016-02-10,36948.03230000001,37675.502599999956,36507.05750000003,36880.34250000001,2840130069
2016-02-11,36312.973499999964,36999.96820000002,35791.03720000004,36475.466600000014,3547898496
2016-02-12,36861.39649999998,37464.98840000001,36383.93569999998,37179.65530000001,2812389598
2016-02-16,37621.456000000006,38180.57149999996,37177.248599999984,37917.43240000005,2784070243
2016-02-17,38309.57459999998,39000.44540000003,37966.941999999995,38660.78340000004,2979221557
2016-02-18,38666.764,39043.41490000002,38080.092399999994,38485.2828,2699238930
2016-02-19,38308.856,38846.31320000002,37889.922799999986,38587.85690000002,2561070042
2016-02-22,38930.300700000036,39473.37100000001,38661.8732,39158.40780000001,2339305463
2016-02-23,38994.50659999998,39386.53910000001,38460.039700000016,38740.22339999998,2284582815
2016-02-24,38381.822000000015,39068.716700000004,37929.77800000002,38919.82909999997,2466598872
2016-02-25,39038.01999999999,39535.56289999998,38608.628099999994,39359.722799999996,2139831998
2016-02-26,39533.211599999995,39879.8484,39015.062099999996,39351.831400000025,2409143258
2016-02-29,39314.29339999999,39766.510199999975,38913.92590000002,39070.95709999996,2540721236
2016-03-01,39374.989599999986,40178.411600000014,39061.075500000006,40027.2226,2790459830
2016-03-02,39928.76989999999,40382.997799999976,39522.01039999999,40147.60739999997,2467858353
2016-03-03,40073.785900000024,40529.8828,39684.126299999996,40309.79989999997,2503413327
2016-03-04,40376.20919999995,40810.49790000002,39913.813200000026,40405.60550000001,2887704165
2016-03-07,40168.44259999998,40743.506100000035,39809.711299999995,40416.55119999996,2396095955
2016-03-08,40156.6777,40561.81929999999,39637.18179999996,39937.12240000001,2400463642
2016-03-09,40093.48699999999,40452.67739999996,39632.24799999996,40103.8614,2203810571
2016-03-10,40257.435100000024,40610.343400000034,39611.351300000024,40153.24279999996,2388829946
2016-03-11,40539.3074,41094.858199999966,40273.38279999997,40931.49930000001,2261905357
2016-03-14,40780.03400000005,41194.50019999998,40473.80700000001,40875.000200000046,1882365421
2016-03-15,40585.19310000001,41015.484700000015,40239.32189999997,40712.9021,1872915261
2016-03-16,40588.13549999998,41255.25409999997,40292.804599999996,41001.58800000003,2293505933
2016-03-17,40987.78290000006,41582.533799999976,40568.31810000005,41228.23740000004,2477150559
2016-03-18,41362.2679,41786.108400000034,40904.313,41373.93799999998,3755746256
2016-03-21,41287.222700000006,41697.34189999996,40960.415099999984,41403.69309999997,1868351528
2016-03-22,41164.474199999975,41697.8733,40954.875200000024,41392.581100000025,1865480853
2016-03-23,41349.747200000005,41645.83529999999,40903.95189999999,41148.62189999999,1950943830
2016-03-24,40918.03989999998,41318.12940000003,40577.377300000015,41112.37450000001,1908132489
2016-03-28,41197.27069999999,41487.50489999999,40831.34139999998,41163.63000000004,1542496022
2016-03-29,41065.19620000003,41710.57080000001,40802.060499999985,41586.55490000002,2049173119
2016-03-30,41801.74439999994,42121.50119999998,41418.89550000004,41706.46809999997,1903134236
2016-03-31,41684.13450000002,42032.00850000002,41337.062399999966,41670.284399999975,2101224830
2016-04-01,41407.50429999998,42124.5786,41135.234900000025,41979.385599999965,2154634912
2016-04-04,41902.09360000001,42185.13969999995,41402.07970000002,41685.30819999999,1890957972
2016-04-05,41442.82090000001,41816.15879999999,41079.93260000001,41363.52830000001,2276260256
2016-04-06,41388.67500000004,41992.05240000004,41103.6196,41848.9696,2119031004
2016-04-07,41637.06929999999,41922.36719999997,41067.3635,41389.09259999999,2164915019
2016-04-08,41676.1378,41972.52990000003,41239.77359999997,41509.44299999998,1820167342
2016-04-11,41652.996300000006,41974.66770000001,41220.144,41341.59550000001,1947681286
2016-04-12,41413.79530000001,41921.590099999994,41102.08840000001,41720.54070000005,2216613712
2016-04-13,41947.414200000036,42391.3369,41564.10039999998,42142.765800000045,2336863769
2016-04-14,42159.50030000002,42459.74760000003,41787.761500000044,42101.77840000003,2027944921
2016-04-15,42106.8575,42406.27820000006,41766.19019999997,42167.2786,2028638509
2016-04-18,42031.31849999997,42631.855200000035,41824.473900000005,42462.44350000002,1907129743
2016-04-19,42541.827300000004,42868.64660000002,42074.09100000001,42472.5842,2201591380
2016-04-20,42502.20749999995,42886.86430000003,42050.7512,42462.17320000001,2261874566
2016-04-21,42462.85420000001,42844.38650000003,41920.35949999998,42218.741099999985,2395570689
2016-04-22,42133.61569999998,42607.500599999956,41803.7481,42277.64150000001,2493703591
2016-04-25,42143.03039999994,42472.33050000003,41794.77499999996,42201.46390000001,1915073409
2016-04-26,42285.99010000001,42664.907799999986,41907.54819999998,42341.53149999999,2074082770
2016-04-27,42299.6158,42783.83190000001,41877.509199999964,42451.14070000002,2426363901
2016-04-28,42163.31470000001,42726.78109999996,41671.31530000001,41959.153600000005,2529024266
2016-04-29,41883.50839999998,42232.402900000016,41273.47550000001,41771.2625,2746824772
2016-05-02,41871.605399999986,42357.97170000001,41536.509399999995,42165.98819999998,2136940621
2016-05-03,41859.0705,42208.45630000003,41415.058000000034,41830.287899999996,2335733781
2016-05-04,41498.04129999997,41955.5832,41058.37660000002,41529.858700000026,2234793847
2016-05-05,41617.9443,42020.65249999999,41224.62400000001,41559.517299999985,2139971892
2016-05-06,41393.20390000003,41940.461,41044.46270000001,41700.4981,2054969905
2016-05-09,41691.07089999998,42166.401900000004,41418.83680000007,41828.59459999995,1844493929
2016-05-10,42006.200499999955,42515.750600000014,41760.40699999999,42364.2522,1945144023
2016-05-11,42267.4027,42549.747799999976,41713.49219999999,41911.46620000003,2023656132
2016-05-12,42098.05640000005,42401.19410000005,41530.55959999999,41950.151,2150914018
2016-05-13,41842.64440000001,42203.691299999984,41392.843299999986,41614.74600000004,2040724789
2016-05-16,41654.41940000002,42240.00209999999,41452.69389999997,42006.43539999997,1971947246
2016-05-17,41928.169799999996,42287.755000000005,41345.67949999998,41618.36980000005,2339103415
2016-05-18,41507.079600000005,42029.990600000005,41099.65669999999,41589.38420000003,2440476471
2016-05-19,41336.07910000002,41736.81589999998,40890.66190000001,41365.490899999975,2165441423
2016-05-20,41549.12499999999,41964.676200000016,41277.13110000001,41674.79199999996,2199121090
2016-05-23,41659.97199999999,41964.50470000003,41335.35710000004,41563.83739999998,1782991088
2016-05-24,41733.99709999998,42364.19520000007,41532.674499999994,42155.65899999999,2053800079
2016-05-25,42261.56780000001,42679.981799999994,42001.622999999985,42388.44130000003,2090809593
2016-05-26,42416.627200000024,42727.46429999999,42080.88649999999,42367.17039999999,1766783888
2016-05-27,42404.07439999994,42755.36009999997,42199.811599999986,42573.48260000002,1608639171
2016-05-31,42673.17020000004,42933.2317,42236.50179999998,42570.52849999998,2526836839
2016-06-01,42395.64070000003,42839.630099999966,42116.712199999994,42665.49499999997,1933524920
2016-06-02,42574.26299999997,42962.65209999999,42301.11180000002,42852.76860000001,1865268913
2016-06-03,42753.53590000006,43003.93520000002,42267.386000000006,42702.55219999998,2017511870
2016-06-06,42767.225300000006,43168.992600000005,42444.47850000001,42901.124399999964,1836401283
2016-06-07,42882.97929999998,43291.31060000003,42624.94829999998,42958.05459999999,1894668256
2016-06-08,42996.063200000026,43370.7296,42728.8566,43130.74909999999,1776913307
2016-06-09,42945.76610000003,43296.63060000001,42658.95279999999,43035.67460000001,1799292809
2016-06-10,42692.766400000015,42948.38289999997,42264.7858,42525.61520000002,1955662197
2016-06-13,42376.36190000003,42806.641599999995,42058.97169999997,42191.3855,1976246689
2016-06-14,42086.82829999999,42435.11580000004,41683.7842,42112.440400000065,2158810671
2016-06-15,42201.97250000004,42565.7371,41880.044899999986,42083.74769999997,2006115198
2016-06-16,41881.62979999996,42307.61280000001,41520.98950000003,42160.86929999999,2065313922
2016-06-17,42176.37839999999,42413.30890000004,41693.57790000003,42032.23320000002,2830952721
2016-06-20,42480.046799999975,42883.09789999997,42180.29389999999,42347.976899999965,2087321304
2016-06-21,42435.1859,42695.873999999996,42078.36919999997,42396.5233,1903435235
2016-06-22,42478.948300000004,42806.381499999996,42175.38789999996,42385.81159999997,1799701506
2016-06-23,42738.815800000004,43099.217100000045,42449.55110000001,42964.19169999998,1892854502
2016-06-24,41463.232799999976,42308.6225,40929.12169999998,41331.389499999976,4367393052
2016-06-27,40980.704900000026,41256.70870000001,40030.208599999976,40457.369299999955,3258519881
2016-06-28,40887.63230000001,41388.62400000005,40532.5167,41197.76859999993,2609337827
2016-06-29,41552.65990000001,42146.70370000003,41315.02680000002,41929.04490000003,2409652067
