date,open,high,low,close,volume
2015-01-02,40491.37740000002,40798.41600000002,39926.08750000004,40340.0311,1477334403
2015-01-05,40125.1441,40354.76980000001,39398.25300000001,39633.617500000015,2180602024
2015-01-06,39701.78549999998,40011.04240000001,38909.94039999998,39255.486899999996,2579398620
2015-01-07,39568.73859999999,40057.666699999994,39212.59600000001,39774.939299999955,2139799130
2015-01-08,40054.097699999926,40651.89629999995,39824.932799999995,40423.81979999996,2241965877
2015-01-09,40470.65020000002,40662.201399999976,39859.23010000001,40114.92749999995,1838031371
2015-01-12,40150.097199999946,40330.058099999995,39502.2329,39810.87289999996,1943919705
2015-01-13,40114.892299999985,40577.50489999998,39356.45469999996,39734.2966,2324653664
2015-01-14,39309.75159999996,39817.588099999986,38942.76059999996,39559.52099999997,2550459383
2015-01-15,39708.779099999985,39968.56320000002,39032.6048,39213.073699999986,2444082269
2015-01-16,39159.83609999998,39853.38920000002,38941.25120000001,39753.5569,2523561510
2015-01-20,39899.49939999996,40182.95920000005,39284.22609999999,39799.804499999984,2354356326
2015-01-21,39720.99709999996,40297.74729999996,39480.00819999995,40045.3991,2212981053
2015-01-22,40217.9678,40817.08520000004,39777.229299999985,40637.52130000001,2531188162
2015-01-23,40590.18470000001,40939.86140000006,40214.972899999964,40480.456100000025,2030529494
2015-01-26,40432.4452,40850.52779999999,40085.028100000025,40669.50790000002,1989552562
2015-01-27,40255.0568,40678.4857,39898.98160000004,40275.70970000001,2282249295
2015-01-28,40497.6995,40766.080899999986,39663.14849999993,39757.01499999999,2541845555
2015-01-29,39784.83410000002,40302.21420000005,39299.00630000002,40113.38679999997,2449881973
2015-01-30,39900.37610000004,40406.206800000036,39375.754400000005,39659.8434,2885178340
2015-02-02,39754.829800000014,40206.439200000015,39122.40460000001,40030.11160000004,2427812968
2015-02-03,40195.620399999985,40757.94380000002,39858.83109999998,40586.64310000003,2529833768
2015-02-04,40351.85639999999,40828.262100000014,39948.59459999998,40344.11149999997,2537781287
2015-02-05,40484.54270000001,41012.70650000001,40181.72819999999,40747.51810000001,2182865713
2015-02-06,40797.85770000002,41134.63379999999,40207.99409999997,40513.59560000006,2380590284
2015-02-09,40377.62140000001,40723.20990000003,40014.35290000004,40286.27889999998,1917160531
2015-02-10,40520.76359999997,40938.86719999998,40151.976299999995,40752.63419999998,2096131229
2015-02-11,40695.67519999999,41059.688500000026,40358.87279999999,40731.89539999995,2009928482
2015-02-12,40910.5244,41346.07790000007,40620.7851,41132.375599999985,2210644117
2015-02-13,41152.20159999998,41528.77500000004,40846.48519999998,41302.280400000025,1986622400
2015-02-17,41237.67029999999,41622.21150000005,40946.76119999997,41347.6635,1973345068
2015-02-18,41255.05029999996,41661.7849,40987.27359999999,41438.20079999998,1844225762
2015-02-19,41427.888300000035,41864.66640000002,41119.41459999998,41544.073099999965,1834258054
2015-02-20,41500.48490000003,41972.901500000014,41162.50129999999,41822.38720000002,2014963447
2015-02-23,41777.35029999998,42085.13620000002,41460.36299999999,41819.84439999999,1761194847
2015-02-24,41787.066799999964,42122.05280000004,41469.133199999975,41845.120399999985,1883585080
2015-02-25,41836.16309999996,42237.958500000066,41534.389800000004,41897.33410000002,1874751232
2015-02-26,41873.79150000003,42187.228699999985,41481.309299999986,41806.93809999999,2051231632
2015-02-27,41825.45809999997,42090.65199999996,41471.56650000002,41679.0386,2014650790
2015-03-02,41694.469599999975,42221.2225,41458.67849999997,42006.73040000002,1911663528
2015-03-03,41913.60860000001,42163.99239999996,41467.577800000014,41826.474700000035,1804481321
2015-03-04,41673.26080000002,41927.79160000002,41244.7721,41606.26720000001,1868239786
2015-03-05,41694.55980000004,42034.136300000006,41428.321599999996,41777.89299999997,1704547326
2015-03-06,41546.33389999998,41821.91139999998,40970.22569999996,41152.763999999996,2324090614
2015-03-09,40996.81049999996,41368.54929999999,40763.43690000001,41136.94269999999,1824773590
2015-03-10,40798.386799999964,41033.46159999999,40365.10209999999,40501.378899999996,2162715364
2015-03-11,40563.144899999985,40878.15139999998,40252.48560000003,40504.55210000002,1991037146
2015-03-12,40691.64009999998,41232.29320000002,40504.12839999995,41050.516299999945,2098101005
2015-03-13,40965.66469999995,41230.967599999996,40440.96959999997,40820.74829999996,1989802665
2015-03-16,41009.20440000003,41586.3511,40837.228399999985,41417.56619999999,1842551007
2015-03-17,41221.76590000003,41541.22069999999,40943.825,41299.40639999992,1892293639
2015-03-18,41206.57400000004,42027.73540000001,40849.443400000004,41805.251999999986,2479344652
2015-03-19,41720.7626,42033.74430000005,41372.24449999997,41708.77610000006,1942919597
2015-03-20,41961.36810000001,42411.05479999996,41671.05369999994,42114.93970000005,3389516176
2015-03-23,42268.035200000035,42613.120800000004,41962.95530000003,42171.14280000002,1825866548
2015-03-24,42136.82220000004,42442.48720000003,41788.55199999996,41953.02650000001,1810415443
2015-03-25,42019.42250000003,42232.2577,41211.94489999998,41296.01369999998,2161555068
2015-03-26,41144.88609999997,41562.11269999999,40787.35579999999,41223.00960000005,2221909285
2015-03-27,41217.61779999998,41663.23909999997,40998.30520000002,41407.474700000064,1806995833
2015-03-30,41654.053299999985,42116.117700000024,41448.68509999997,41899.41040000001,1718823199
2015-03-31,41739.48580000003,42101.697099999976,41411.75970000002,41592.77499999999,1945419076
2015-04-01,41553.583900000005,41779.52160000003,40963.23280000005,41392.89040000001,2108382822
2015-04-02,41398.30379999994,41832.24750000002,41133.90459999997,41514.96080000003,1705826876
2015-04-06,41333.96550000002,42072.892299999985,41185.11980000001,41814.263999999996,1824717667
2015-04-07,41847.48550000002,42176.00259999997,41522.872400000015,41659.65529999997,1635467076
2015-04-08,41701.05360000005,42163.507899999975,41462.81720000003,41873.36790000001,1784549549
2015-04-09,41857.92950000005,42211.129199999996,41523.35099999998,41954.164899999996,1698700851
2015-04-10,42038.07959999999,42329.92520000004,41739.126899999996,42099.66149999996,1881696977
2015-04-13,42073.42530000004,42419.88850000001,41780.37779999998,41936.08259999999,1730097763
2015-04-14,41912.3605,42240.03479999998,41568.7512,41972.16250000002,1746332180
2015-04-15,42097.200000000004,42475.01450000003,41789.86000000001,42108.55909999998,2053613073
2015-04-16,42067.750199999966,42394.614800000025,41759.15509999999,42090.3465,1939609555
2015-04-17,41789.342300000026,42025.29560000001,41298.71260000001,41599.8598,2320958458
2015-04-20,41796.88179999999,42226.2484,41594.51539999998,41952.86239999998,1854696660
2015-04-21,42100.25660000001,42385.61219999998,41706.375400000004,41982.584700000014,2009732746
2015-04-22,41997.55860000002,42338.960900000005,41606.87340000004,42086.5155,1958608264
2015-04-23,42015.7393,42514.41060000001,41789.4669,42228.98310000005,2196146393
2015-04-24,42309.93250000002,42611.89849999998,41907.47820000004,42248.82780000003,2034765118
2015-04-27,42361.46049999999,42612.67440000002,41796.090799999954,41988.460199999994,2242583669
2015-04-28,41899.8553,42267.90679999996,41454.668199999964,41963.851,2146115587
2015-04-29,41761.36000000003,42209.22139999999,41304.611000000004,41726.67469999997,2295378264
2015-04-30,41632.25720000004,41976.29770000003,40996.62540000002,41284.29730000003,2412521455
2015-05-01,41476.69709999999,41994.836600000024,41234.8244,41781.20379999999,1948609021
2015-05-04,41878.8227,42277.62179999997,41637.98929999996,41927.12649999998,1710562153
2015-05-05,41853.49740000001,42107.01550000001,41231.23730000001,41389.21120000001,2119898430
2015-05-06,41516.30510000003,41744.273100000006,40939.979600000006,41292.441399999996,2145165870
2015-05-07,41286.61119999996,41775.126300000054,40975.23880000001,41467.23900000002,1983406016
2015-05-08,41870.57029999999,42311.19870000005,41582.759499999935,41955.25990000007,1984366927
2015-05-11,41929.71660000003,42252.41510000003,41577.95150000001,41772.32909999998,1750884938
2015-05-12,41436.27030000001,41778.07719999997,41101.5207,41649.635899999994,1740923637
2015-05-13,41724.674699999996,42055.2219,41363.81899999999,41604.900700000006,1858865696
2015-05-14,41821.62410000002,42207.867099999996,41535.711399999986,42025.21300000005,1844554613
2015-05-15,42076.83029999995,42351.20959999999,41745.04759999998,42090.976700000014,1810275446
2015-05-18,42019.87529999994,42437.05790000004,41855.304200000035,42273.3984,1596586882
2015-05-19,42284.475899999976,42578.125699999975,41982.807700000034,42262.75609999999,1803405333
2015-05-20,42283.111499999985,42549.85910000003,41941.416000000056,42225.67509999998,1779387353
2015-05-21,42188.18039999999,42562.81609999996,41973.80019999998,42332.26480000006,1731028134
2015-05-22,42279.34040000005,42589.75699999999,42047.74210000001,42264.99989999999,1476453584
2015-05-26,42153.24619999997,42305.517899999955,41632.172100000054,41831.225900000005,1932816264
2015-05-27,41906.21600000003,42346.838699999986,41690.22030000001,42158.70330000005,1811676145
2015-05-28,42084.01749999998,42348.67059999996,41768.63650000002,42079.04320000003,1606885725
2015-05-29,42065.593299999964,42319.06519999999,41564.79690000002,41812.16560000005,2302558172
2015-06-01,41941.25339999998,42218.57309999997,41548.1085,41913.27630000002,1787210450
2015-06-02,41805.332,42220.168799999985,41513.38709999998,41910.7929,1705192335
2015-06-03,41996.05490000001,42299.62899999999,41668.23929999997,41977.205600000016,1786368002
2015-06-04,41746.65139999996,42079.17720000001,41431.565899999965,41643.22029999997,1900924565
2015-06-05,41572.53800000002,41914.52259999998,41248.48810000002,41639.20719999999,1902213929
2015-06-08,41601.088,41811.50389999998,41213.58839999997,41341.24140000003,1742608528
2015-06-09,40821.283600000024,41100.044100000036,40516.92439999995,41318.99249999998,1783810829
2015-06-10,41466.50089999999,41994.08010000004,41280.34090000003,41783.21940000002,1976819703
2015-06-11,41886.73879999998,42172.8435,41648.68200000001,41897.51109999996,1745311496
2015-06-12,41735.65449999999,41951.64679999999,41445.90359999999,41648.19250000003,1499123443
2015-06-15,41388.68090000002,41722.25619999999,41065.82320000001,41460.2781,1743053400
2015-06-16,41424.7953,41851.78749999994,41263.72200000004,41671.74500000004,1512577323
2015-06-17,41759.55519999999,42063.32920000001,41414.9782,41774.7117,1766063796
2015-06-18,41885.536900000014,42445.52279999996,41744.8516,42217.06180000001,2006634045
2015-06-19,42168.86510000002,42445.28849999999,41869.47249999999,42064.774800000014,2610064204
2015-06-22,42319.252000000015,42579.614999999976,42002.46770000003,42250.424599999984,1739598518
2015-06-23,42314.30769999994,42545.2509,41972.403899999954,42240.42720000002,1716915015
2015-06-24,42250.620100000015,42455.394300000014,41823.72719999999,41947.24379999997,1915836310
2015-06-25,42040.36149999997,42309.454799999985,41658.53219999996,41855.80949999997,1802460902
2015-06-26,41877.645599999996,42126.69080000002,41497.790800000024,41857.33390000002,2873914446
2015-06-29,41480.46040000001,41781.15220000002,40865.5208,40950.79509999995,2127817074
2015-06-30,41312.6383,41563.535000000025,40864.342400000016,41146.85100000003,2199840263
2015-07-01,41428.441299999984,41755.29789999999,41009.56739999995,41400.52669999995,1996963893
2015-07-02,41494.28280000004,41723.23599999997,41095.72319999998,41361.672999999966,1648163393
2015-07-06,41113.65110000002,41647.3507,40904.75409999997,41327.438700000006,1882477496
2015-07-07,41402.676300000014,41792.918,40774.29220000001,41630.547099999945,2438655346
2015-07-08,41328.727000000006,41577.53320000003,40780.910300000025,40923.4862,2106567658
2015-07-09,41403.61379999998,41650.63080000001,40941.74659999997,41072.363200000014,2016346330
2015-07-10,41499.673,41852.09060000001,41179.5244,41585.502999999975,1751697289
2015-07-13,41893.9092,42276.51080000001,41633.415199999996,42062.71119999996,1791514794
2015-07-14,42082.27620000001,42491.618900000016,41853.278099999974,42252.83470000001,1854798409
2015-07-15,42257.90220000003,42536.908500000005,41866.83840000005,42146.121300000006,1998072367
2015-07-16,42352.060399999944,42695.97519999998,42038.58680000004,42435.07009999999,2052157912
2015-07-17,42368.75979999996,42839.07499999996,42162.93769999995,42538.49159999998,2014205117
2015-07-20,42528.76930000005,42862.93420000001,42201.27449999997,42546.31059999999,1918146532
2015-07-21,42511.7988,42799.3982,42056.316399999974,42334.404700000036,2057498540
2015-07-22,42273.48830000004,42765.60150000002,42014.4196,42418.954000000005,2330943067
2015-07-23,42481.37619999996,42785.38839999999,41910.65769999998,42178.71919999997,2283994854
2015-07-24,42170.48210000007,42423.47400000004,41424.538400000034,41672.669,2265242563
2015-07-27,41492.86570000007,41861.04760000004,41077.816799999964,41423.408399999935,2306209451
2015-07-28,41632.71669999999,42145.56290000004,41239.471599999975,41912.445200000046,2340876020
2015-07-29,41950.75449999998,42514.649699999994,41627.80859999999,42259.57989999999,2315571449
2015-07-30,42147.919799999996,42624.119100000025,41752.53719999999,42317.01680000003,1984380147
2015-07-31,42480.33410000004,42789.06969999998,42083.136899999976,42357.50459999996,2051524948
2015-08-03,42375.951300000015,42653.24119999996,41890.6477,42288.611599999975,1958179217
2015-08-04,42305.16099999995,42782.88350000005,41967.824300000015,42351.87889999998,2081871515
2015-08-05,42707.299000000006,43162.36949999999,42281.59350000004,42652.050300000024,2296546993
2015-08-06,42686.0416,42964.739000000016,41883.55709999999,42312.20949999999,2384402131
2015-08-07,42264.279000000024,42577.60840000003,41744.653099999974,42198.23729999998,1939667910
2015-08-10,42483.37349999998,42960.48159999997,42229.860799999995,42664.04619999998,1850221812
2015-08-11,42413.44189999996,42784.79549999995,42014.97780000002,42415.102399999996,2051896129
2015-08-12,42136.26250000003,42610.12970000002,41579.64309999996,42414.24730000005,2435678915
2015-08-13,42390.09750000001,42835.60879999997,42026.61749999995,42410.8677,1810545278
2015-08-14,42377.340399999994,42787.09639999998,42134.34559999998,42590.48349999996,1596056286
2015-08-17,42446.130699999965,42977.06060000002,42186.2443,42861.83120000003,1535158393
2015-08-18,42793.711999999985,43121.37729999994,42511.752900000014,42774.48870000002,1645107696
2015-08-19,42592.238999999994,42949.193100000026,42148.36369999999,42508.778700000046,2028540956
2015-08-20,42193.10529999995,42482.20739999998,41496.05849999999,41592.3659,2429410545
2015-08-21,41190.41960000006,41523.706100000025,40248.86989999997,40363.796799999975,3346661901
2015-08-24,38249.46249999997,40181.16789999998,36819.63810000004,38751.26130000003,4607945196
2015-08-25,39882.944,40145.651300000034,38252.47179999999,38301.02309999998,3513983554
2015-08-26,39201.998900000006,39802.71710000004,38380.374300000025,39639.38199999999,3491336054
2015-08-27,40123.230299999996,40843.08170000004,39681.91739999998,40576.93049999999,3089606345
2015-08-28,40424.19619999995,40892.00149999999,40091.12509999996,40601.560599999975,2381993919
2015-08-31,40414.51050000001,40802.771900000036,39876.15880000001,40185.9088,2260926252
2015-09-01,39374.51029999999,39882.283599999944,38829.9466,39106.43579999997,2792421756
